"annee","jours_glissants","code_station","VCNx_annuel_spe"
"2020",10,"D015850401",NA
"2021",10,"D015850401",NA
"2022",10,"D015850401",NA
"2023",10,"D015850401",NA
"2024",10,"D015850401",NA
"2014",10,"D015850501",0.327343888987725
"2015",10,"D015850501",0.23839174524106
"2016",10,"D015850501",0.24372887386586
"2017",10,"D015850501",0.252624088240527
"2018",10,"D015850501",0.236612702366127
"2019",10,"D015850501",0.343355274862124
"2020",10,"D015850501",0.291763031489059
"2021",10,"D015850501",0.359366660736524
"2022",10,"D015850501",0.241949830990927
"2023",10,"D015850501",0.199252801992528
"2024",10,"D015850501",0.74719800747198
